chara472001_01.bytes
index,chara,jp,en
29,Nao,えっ、……こ、ここは……？！
32,ベアトリーチェ,……久しぶりであるな、菜央よ。
34,Nao,"って、あなたは……
黄金の魔女、ベアトリーチェね……？"
36,ベアトリーチェ,"くっくっくっ……会えば記憶が戻るか。
まだ覚えていたようで、何よりだ。"
38,Nao,"……むしろ、どうして忘れてたのか
そっちの方が不思議なくらいよ。"
40,ベアトリーチェ,"なに、別に不思議なことではない。
単に魔法で忘れていただけなのだからな。"
42,Nao,忘れていた……魔法で……？
44,ベアトリーチェ,"そう、魔法だ。
少々乱暴な招待になったな。許せ。"
46,Nao,招待って、いったい……えっ？
50,ドラノール,……お久し振りデス。
52,Nao,"あなたは……ドラノールさん？
ってことは、またあの変態女もここに……？！"
54,ドラノール,"ご安心ヲ。ヱリカはいマセン。
……むしろ会わせると面倒になりそうなので、
あなたにはこちらに来ていただきマシタ。"
56,Nao,えっと……それって、どういうこと？
62,ベアトリーチェ,"細かいことはひとまず置いておくのだ！
ほらほら、お師匠様の入れてくれた紅茶と
ロノウェのクッキーがあるぞぉ！"
64,ベアトリーチェ,"そなたがここで茶を飲んでいるうちに
問題は解決し、全ては終わっている。"
66,ベアトリーチェ,"その後で、そなたを元の場所へ返すと
約束しよう。"
68,Nao,"……。つまり時間まで、ここで
お茶を飲んでのんびりしてろってこと？"
70,ベアトリーチェ,そうだ。不満か？
72,Nao,"とんでもない、お茶会は大好きだもの。
じゃあお言葉に甘えて、ゆっくりと
過ごさせてもらうわね。"
76,ドラノール,"このクッキー、とても美味しいデス。
貴方の口にも合うでショウ……。"
78,Nao,？　なに、どうしたの？
82,ベアトリーチェ,"……ふむ。どうやらドラノール卿は、
そなたの敬称を迷っているようだ。"
84,ベアトリーチェ,"「ミス」とつけるのが通常の習いではあるが、
そなたの年齢を考えると逆に侮っているようにも
聞こえることがあるからな。"
86,Nao,"別に気にしないんだけど……
とりあえず、菜央でいいわ。
……あたしも、ドラノールって呼んでいい？"
90,ドラノール,"ハイ。私はそれで結構デス。
……では、菜央。
あなたはベアトリーチェ卿を信用しているのデスカ？"
93,Nao,"えぇ。だってあたしの危ないところを
助けてくれたんだもの。
命の恩人を疑う理由なんてないわ。"
95,Nao,"あ、このクッキー本当においしい。
もう１枚、もらってもいい？"
100,ベアトリーチェ,うむ、気にせずじゃんじゃん食べるが良い。
105,ドラノール,"……。珍しい光景を見マシタ。
ミス・ベアトリーチェ、随分と寛容デス。
例の一件を気に留めたのデスカ？"
107,ベアトリーチェ,"……僭越な質問ではないか、ドラノール卿。
この場において、関係のないことであろうが。"
109,ドラノール,"確かに……失礼な発言デシタ。
謝罪しマス。"
113,Nao,……？
115,ドラノール,"質問を変えまショウ。
菜央、あなたはミステリーがお好きデスカ？"
117,Nao,"ミステリー……
それって、読み物のミステリーってこと？"
120,ドラノール,ハイ。率直な感想をお聞かせ下サイ。
122,Nao,"うーん…特に好き嫌いはないかな。
イギリスの名探偵とか安楽椅子探偵とか、
有名なやつは一通り読んだしね。"
124,Nao,"……と言っても、小学校の図書室にあった
子供向けに編集されたものばかりだけど。"
126,ドラノール,"では、『ノックスの十戒』……
こちらの成り立ちについてご存知デスカ？"
128,Nao,ノックスの十戒の……成り立ち……？
130,Nao,"『ノックスの十戒』は、前回の推理対決で
あなたとヱリカが突きつけてきたものよね。
あれって結局、何のためのものだったの？"
134,ベアトリーチェ,"何のため、か……ふむ、初歩的な質問だが
確かにミステリーを楽しむためには
その存在意義を知っておくべきであろうな。"
136,ベアトリーチェ,"喜ぶが良い。ここにいるドラノール卿は
『ノックスの十戒』についてプロ中のプロだ。"
138,ベアトリーチェ,時間もある、ここはひとつ教えてもらうと良い。
143,ドラノール,構いマセン。では……。
