chara452001_03.bytes
index,chara,jp,en
26,,――数日後。
28,Nao (Casual),ありがとうございましたーっ！
31,Nao (Casual),"……まさか、こんなに早く
手に入れられるとは思わなかったわ。
魅音さんには今度お礼をしなきゃ。"
33,Nao (Casual),"とりあえず目的の品は揃ったから、
あとはどうやって連絡を取るのかって
ことだけど……。"
35,Nao (Casual),"……。あたし、あの人と
どこでどうやって会ってたんだっけ？"
37,Nao (Casual),"思い出せない……ってことは、
向こうに呼ばれてたってことかしら。"
39,Nao (Casual),"……気長に待つしかないようね。
さて、それじゃ家に戻って――。"
45,Nao (Casual),えっ？
47,Nao (Casual),"ここって、あの……！
ということは……？"
53,ベアトリーチェ,くっくっくっく……！　久しぶりよの。
55,Nao (Casual),ベアトリーチェ……！
57,ベアトリーチェ,"元気であったか？
妾と会いたいと呼んだだろう。"
59,ベアトリーチェ,"ちょうど暇を持て余していたのでな、ここに招待したのだ。
感謝しても良いぞ？　くっくっくっく！"
61,Nao (Casual),"ありがとう、ベアトリーチェ。
どうやって連絡を取ればいいか
わからなかったから、助かったわ。"
63,ベアトリーチェ,"む、むぅ……そんなにストレートに
感謝されるとは思わなかったぞ。"
65,ベアトリーチェ,"ん……？
そなたが抱えている、その袋はなんだ？
何やらいい香りがするぞ。"
67,Nao (Casual),"あ、わかった……？
これ、ちょっと変わったハーブティーなの。
よかったら一緒に飲もうと思って。"
70,ベアトリーチェ,"ほう、魔女に土産とな？
ハーブティーと言ったな、
どれどれ、いったいどんな茶葉を……。"
73,ベアトリーチェ,"……おぉっ？
なんと、バタフライピーではないか。"
75,Nao (Casual),"昔、外国に行った時に飲んだのが
とってもおいしかったから……
ベアトリーチェもどうかな、ってね。"
77,Nao (Casual),"#p興宮#sおきのみや#rのお店だと取り扱ってなかったから、
友達のつてで手に入れてもらったの。
これ、あたしからのプレゼントよ。"
79,ベアトリーチェ,"くっくっくっ……それは良い心がけであるぞ。
しかし、妾のご機嫌伺いに茶葉を持参するとは……
やはりそなたは面白い。"
81,Nao (Casual),"別に、機嫌をどうこうしたいって
思ったわけじゃないんだけど……。"
83,Nao (Casual),"ちなみにベアトリーチェは、
ハーブティーってどうかしら？
苦手だったら申し訳ないんだけど。"
85,ベアトリーチェ,"古今のありとあらゆる銘茶を楽しみ
千年、紅茶を嗜んだ
黄金の魔女、ベアトリーチェであるぞ。"
87,ベアトリーチェ,"メジャーな銘柄からニッチな逸品まで、
美味な茶は大歓迎だ。
いわんや、ハーブティーもな。"
89,Nao (Casual),"ふふっ、それならよかった。
じゃあこれ、気が向いた時にでも飲んでみてね。"
91,ベアトリーチェ,"何を申すか。
妾が招待したのだ、土産を渡して帰るとは、
あまりに無粋ではないか。"
93,ベアトリーチェ,"せっかくだ。
この茶を淹れて、茶会としようではないか。
しばしの間、妾に付き合うが良い。"
95,Nao (Casual),"ありがとう。……じゃあ、ご馳走になろうかしら。
あ、でもティーカップとかはどこに……？"
97,ベアトリーチェ,…なに、用意はできている。
107,Nao (Casual),"ほわっ……す、すごい……！
一瞬でティーカップとお茶菓子が、
テーブルの上に……？！"
114,ベアトリーチェ,くっくっくっ……この程度の魔法、造作もないわ。
116,ベアトリーチェ,"まあ、茶の腕前で言ったら、
我が家具のロノウェほどではないがな、
ここは女同士の語らい、妾がもてなすのが道理よ。"
118,ベアトリーチェ,"ふぅむ……相変わらず面白い茶よの。
レモンを入れると、鮮やかな青から赤に変わる。
まさしく魔法の紅茶である。"
123,Nao (Casual),"といっても、リトマス液みたいな
化学反応でこうなってるらしいけどね。"
125,ベアトリーチェ,"化学も、立派な魔法であるぞ。
ただ、その構造を説明する文言が
数字に代わったに過ぎぬ。"
127,ベアトリーチェ,"だが、その化学はやがて反魔法の毒素へと
変貌した……大本は同じなはずが、
どこで枝分かれしたのやら。"
129,Nao (Casual),"そういえば、昔は化学を含めた科学と魔法は
同じような研究をしていた、って聞いたことが
あったわ。"
132,ベアトリーチェ,"よく理解しておる。実際、ほんの数百年ほど前は
錬金術は科学と魔法、両方に通じる学問として
知識人たちがその習得と研鑽に励んでいたものよ。"
134,ベアトリーチェ,"しかし、魔法は脆い。
誰にでも使えるわけではないのだ…"
136,ベアトリーチェ,"科学は物と手順さえ揃えば誰にでもたやすいという。
科学と魔法は相反するもの。魔力は弱まり力は失う――"
138,Nao (Casual),"でも……魔法はある。
少なくとも、私を助けてくれたわ。
黄金の魔女、ベアトリーチェがね。"
141,ベアトリーチェ,…………。
144,ベアトリーチェ,ひとつ、そなたに尋ねよう。
150,ベアトリーチェ,"以前、絶望に瀕したはずのそなたは
「世界」を超えることで
そこに希望を見出したと申していたな。"
151,ベアトリーチェ,"だが、結果としてそなたはさらなる悲劇を
目の当たりにした……。ひょっとすると、
進む先には地獄しかないやもしれぬ。"
152,ベアトリーチェ,"それでも、そなたは前に行くのか？
最初の絶望で終わっていた方が
安らかな終焉を迎えていたとしても……？"
153,Nao (Casual),"……えぇ、行くわ。
ここまで来たんだから、中途半端に
引き返すことなんてできない。"
154,Nao (Casual),"それに……どんな形でも「変わる」結果が
見つかったんだから、うまくいけば
いい方向に進むことだってあるかもしれない。"
155,Nao (Casual),"その「可能性」の存在を、あたしは
まだまだ無視したくない。
……絶望は、いつだってできるわ。"
162,Nao (Casual),それに、友達ができちゃったから。
164,ベアトリーチェ,友達？
167,Nao (Casual),"えぇ。年上だけど、あの子たちって
ちょっと頼りないのよ。
あたしがついててあげなきゃダメね。"
169,Nao (Casual),"だから……あの子たちを置いて
絶望なんてできないわ。"
171,ベアトリーチェ,…………。
173,ベアトリーチェ,"やはり、そなたには感謝しなければなるまいな。
迷い子……いや、「鳳谷菜央」よ。"
176,Nao (Casual),えっ？
178,ベアトリーチェ,"くっくっくっ……実に面白き奇縁であったわ。
いずれまたそなたの村に顔を出すつもりゆえ、
その時はよろしく頼むぞ。"
180,Nao (Casual),"えぇ、もちろん……って、#p雛見沢#sひなみざわ#rに来るの？
魔女のあなたが？　どうやって？"
182,ベアトリーチェ,"そこはほれ、魔法でな。
……ただ、そこでそなたは妾のことを
覚えているやもしれぬし、忘れているやもしれぬ。"
184,Nao (Casual),"忘れたくはないけど、
それはあたしの力じゃどうこうできなさそうね。"
186,Nao (Casual),"だとしたら、その時は
「初めまして」からやり直しをさせてくれる？"
188,ベアトリーチェ,…………。
190,Nao (Casual),"あ、ダメ？　でもその場合、「初めまして」から
やり直す以外に選択肢ってあるかしら。"
192,ベアトリーチェ,"いや、ダメではない……そうだな。
その時は妾も「初めまして」から
やり直すことにしよう。"
194,ベアトリーチェ,……では、また会おう。鳳谷菜央よ――。
196,Nao (Casual),えぇ……えっ、あっ……わっ！
208,Miyuki (Casual),……ぉ、……菜央、ちょっと菜央！
216,Nao (Casual),……えっ？
221,Kazuho (Casual),どうしたの？　大丈夫？！
223,Nao (Casual),"美雪……一穂？
大声を上げて、何かあったの？"
226,Kazuho (Casual),な、何かあったって……こっちの台詞だよ！
230,Miyuki (Casual),"私と一穂がリビングに戻ったら、
出かけたはずの菜央が台所で
ぼーっとお茶を飲んでるから、驚いて……！"
232,Nao (Casual),えっ……あ、そうだったの。
234,Nao (Casual),（あたし、いつの間に帰ってきたのかしら……）
238,Kazuho (Casual),菜央ちゃん……出かけた先で何かあったの？
240,Nao (Casual),"……ううん。なんでもないわ。
ちょっとぼーっとしてたら、
いつの間にか日が落ちてただけよ。"
244,Miyuki (Casual),"目が悪くなるから、電気ぐらいつけなよ……
って、あれ？　このティーカップって誰の？"
248,Kazuho (Casual),もしかしてお客さんが来てたの？
253,Nao (Casual),……ううん、来てないわ。
255,Nao (Casual),（そう、そのはず……たぶん……）
257,Nao (Casual),"そうだ、魅音さんから珍しいお茶をもらったのよ。
２人も飲んでみる？"
259,Nao (Casual),"あたし、淹れてあげるわ。
お菓子はないけど、勘弁してね。"
270,ベアトリーチェ,"しかし、魔女をもてなそうとは変わった娘よ。
くっくっくっ！"
272,ベアトリーチェ,"……もし妾が島の外に出ていたら、
あのような娘と会えたのだろうか。"
274,ベアトリーチェ,ふっ。考えても仕方のないことよ。
276,ベアトリーチェ,"……そなたに感謝を。
短い時間であったが、楽しかったぞ。"
278,ベアトリーチェ,"そなた越しに見た島外の景色は、
なかなかに見物であった……。"
