chara032009_01.bytes
index,chara,jp,en
35,Rika (Casual),"みー、沙都子。
読書感想文の課題本は見つかりましたですか？"
37,Satoko (Casual),"……うーん、こっちにはありませんわね。
確かこのあたりで、タイトルの背表紙を
見かけた記憶があるんですけど。"
41,Hanyuu (Casual),"あぅあぅ。ひょっとすると今は貸出中で、
他の誰かが読んでいるのかもしれないのです。"
43,Satoko (Casual),"だとしたら、仕方がありませんわね。
本の厚みが一番少なくて、お手頃の分量だと
思っておりましたのに……ん？"
48,Nao (Casual),"あら、沙都子。それに梨花と、羽入も。
休みの日にこんなところで会うなんて奇遇ね。"
53,Satoko (Casual),"こんにちはですわ、菜央さん。
あなたも読書感想文の課題本目当てですの？"
56,Nao (Casual),"えぇ。県主催のコンクールへの選考も
兼ねてるっていうから、ちょっと面白そうだし。"
60,Rika (Casual),"みー。県のコンクールへの応募を目指すなんて、
菜央はすごい意気込みなのです。"
62,Nao (Casual),"まぁ、それくらいの出来になればいいな、って
目標みたいなものよ。実際に応募できるとは
さすがに思ってないしね。"
64,Rika (Casual),"そんなことはないのです。
菜央の普段の実力だったら、いい勝負になると
ボクは思うのですよ。"
66,Nao (Casual),"あはは、ありがと。……でもあたしの場合、
「この時代」のコンクールに応募するのは
出来云々の前に問題がありそうだしね……。"
68,Rika (Casual),……？　何か言いましたですか、菜央？
70,Nao (Casual),"ううん、別に。ところで沙都子たちも、
今回の課題本を探しにここへ来たの？"
74,Satoko (Casual),"えぇ。……ただ、私の当てにしていた本が
どうやら今は全て貸出中のようでして。"
78,Hanyuu (Casual),"あぅあぅ、戻ってくるまでどれだけ待つか
わからないので、別の本を借りるしかないのですよ。"
81,Nao (Casual),……。その本って、もしかしてこれ？
85,Satoko (Casual),"っ、そう……それですわっ！
菜央さんがお借りになっていたんですのね、
先を越されましたわ……。"
87,Nao (Casual),"あー、でもこの本はさっき全部読み終えて
本棚に戻さなきゃ、って思ってたところだから。
よかったら持っていって。"
91,Rika (Casual),"いいのですか？
ありがとうなのですよ、にぱー♪"
95,Satoko (Casual),"助かりましたわ、菜央さん。……あ、でも
そうなると菜央さんが読書感想文を書くのに、
何かしらご不便があるのでは？"
97,Nao (Casual),"大丈夫よ。読書感想文は別の作品で面白いのが
あったから、それで書くことにするわ。"
100,Satoko (Casual),"えっ……では、なぜこちらの本まで
お読みになっていたんですの？"
102,Nao (Casual),"一穂や美雪に勧める本を選ぼうと思ってね。
あの２人、まだ決めてないみたいだったから。"
104,Nao (Casual),"ただ……参考に下級生向けの本から読んでたら
ついうっかり読みふけっちゃって。
ようやく本命を読み終わったところなの。"
108,Hanyuu (Casual),"あぁっ！　言われてみれば、菜央の手元の本の山には
上級生向けの課題本も混じってるのですよ～！"
112,Rika (Casual),"それを全部、もう読んでしまったのですか？
……すごい読書量なのです。
菜央は本の虫さんなのですよ、ちりんちりん～。"
114,Nao (Casual),"本の虫って、鈴虫のことだったかしら？
まぁそれはともかく……はい、どうぞ沙都子。"
118,Satoko (Casual),"ありがとうですわ。
それにしても……菜央さんが羨ましいですわね。
私はどうも、読書というのが苦手でして。"
121,Satoko (Casual),"活字がずらっと並んでいるのを目で追うだけで、
催眠術にでもかかったように眠くなるんですの。
おかげで毎回憂鬱で……ふぁぁ……。"
125,Hanyuu (Casual),"あぅあぅ、沙都子は開くどころか手に持つだけで
あくびを漏らしているのですよ～。"
127,Satoko (Casual),"もはや呪いと変わりませんわ……。
せめて毎ページに絵が３枚……いや５枚ほどあれば、
まだ耐えることができるんでしょうけどねぇ。"
131,Rika (Casual),"みー。それはもはや小説ではなく、
マンガと変わりがないのですよ。"
135,Nao (Casual),"あはは。それはきっと、興味がわくわかない以前に
本への苦手意識がついちゃったせいでしょうね。"
139,Hanyuu (Casual),あぅあぅ？　それはどういうことですか？
141,Nao (Casual),"読書感想文って本来は、普段読書に
興味を持たない子が本に触れて楽しめるように
つくられた課題だったそうなの。"
143,Nao (Casual),"でも、今は先生や上にいる大人たちが勝手に
課題本なんかを選んで、ただ読ませることを
強制する形になっちゃったから……。"
145,Nao (Casual),"かえって読書を苦痛に感じる子が
増えちゃったんでしょうね。"
149,Satoko (Casual),"確かに……それはありますわね。
特に私は、宿題だの勉強だのと言われてしまうと
気持ちが後ろ向きになってしまいますし。"
151,Satoko (Casual),"自分の気に入った本の感想を思う存分に
書いてもよい、と言われたほうが
もう少し読書を楽しめるような気がしますわ。"
153,Nao (Casual),"だったら、コンクールに関係ない
別の本を選んで読書感想文を書くのはどう？"
155,Nao (Casual),"知恵先生って理解がある先生だし、
相談すればきっとわかってくれるんじゃないかしら。"
158,Satoko (Casual),"それはいいアイディアですわね！
早速明日にでも、先生に話してみますわ～。"
162,Rika (Casual),"みー、それにしても菜央はすごいのです。
ボクは読書感想文にそんな意義があったなんて
考えもしなかったのですよ。"
164,Nao (Casual),"えっ？　あ……ごめんなさい、
なんか偉そうな言い方になっちゃったわね。
実はこれ、顧問の先生の受け売りなの。"
166,Nao (Casual),"「好きこそものの上手なれ」ってね。
その先生がそう言ってくれたおかげで、
あたしは読書が好きになったし……。"
168,Nao (Casual),"読書感想文を書くのも、宿題じゃなくて
結構楽しいと思って書いてるのよ。"
173,ベアトリーチェ,"『……ふむ、それは面白い。
ならば、妾の作品についても感想を
聞かせてもらうとしよう』"
176,Nao (Casual),えっ……？
