event01_30_02.bytes
index,chara,jp,en
33,嘉音,"食後は、コーヒーか紅茶のご用意がありますが、如何いたします
か……？"
35,Mion (Casual),"口の中が甘ったるくなったからね！　ここは梅塩昆布茶でキュッと
締めたいんだけど、あるかなぁ？"
41,Nao (Casual),て、天衣無縫、ここに極まれりだわ……。
43,詩音 (Casual),ウチの姉が本当にすみません。田舎者なもので……。
49,嘉音,"……お屋敷の方に準備があるかもしれません。お時間をいただけれ
ば、確認いたします。"
52,Mion (Casual),あ、ホント？！　ありがと！　じゃあ、お願いしちゃおっかなぁ。
54,嘉音,……確か、熊沢さんが私物で鯖昆布茶を持っていたような……。
60,ヱリカ,"魅音さん、なかなかやりますね。タダで泊まらせてもらう分、きっ
ちりとお仕事をしているようで。"
63,Mion (Casual),"まぁね！　私のこと、さんざん田舎者とか言ってくる、わかってな
い妹もいるけどさぁ？"
70,詩音 (Casual),"えーーッ？！　今の、モニターとしてサービスを試してたっていう
んですかぁ？！"
72,Nao (Casual),"た、確かに……。リゾート地にするなら、それなりの賓客が来る
こともあるわ。"
74,Nao (Casual),"賓客のささやかな要望に、杓子定規で対応しているようでは、彼ら
の満足は得られない……。"
80,ヱリカ,今回はたまたま、用意が出来ましたが……。
82,ヱリカ,"恐らく、魅音さんが一番、見たかったのは、どうしても用意が出来
ず、客の気分を害さないように、如何に美しく断って見せるか、
だったのでしょうね。"
84,Mion (Casual),でも、嘉音くんの所作は十分、及第点以上だったと思うよ。
88,詩音 (Casual),"確かに。……少しでも言い淀みがあったら、お客は、困らせてし
まったと申し訳なく感じてしまいますものね。"
90,Mion (Casual),"どんな無茶ぶりにも、淀みなく、清流のように対応するのがプロ
フェッショナルってもんなのさ！"
94,Nao (Casual),"大事なのは、マニュアル外のことが起こっても、涼やかに対応でき
ることって訳ね……。"
98,ヱリカ,臨機応変。あるいは、さも想定内の事態であるかのように振舞う。
100,ヱリカ,ある種のハッタリが大事、ということでもありますね。
104,詩音 (Casual),"確かに、ベテラン感のある店員さんだと、何があっても安心感があ
りますよね。"
109,Mion (Casual),"そうそう。逆に、いつもあわあわしている店員さんだと、例えベテ
ランと同じことをしていても、頼りなく感じられてしまう。"
113,Nao (Casual),"……堂々とした態度は、お客に信頼感を与え、それ自体が、優れた
サービスのひとつになるのね。"
