chara032009_03.bytes
index,chara,jp,en
28,Nao (Casual),"（そしてあたしは、ベアトリーチェの
ゲーム盤へ降り立った）"
29,Nao (Casual),"（タイトルは、
『Legend of the golden witch』
……黄金の魔女の伝説）"
30,Nao (Casual),"（あたしはそこで、「右代宮戦人」さんの
背後霊のように付きまとい、
彼が見聞きする一部始終を観察させてもらった）"
31,Nao (Casual),"（１９８６年１０月４日から、５日までの六軒島を
彼の目と、耳を借りて……）"
32,Nao (Casual),"（肖像画の下に掲げられた謎の碑文。
そのメッセージになぞらえた密室殺人事件。
魔女の黄金をめぐる様々な#p思惑#sおもわく#r……そして）"
33,Nao (Casual),（――島に隠された、黄金郷……）
42,Nao (Casual),……よい、しょっと。
45,ベアトリーチェ,おぉ、終わったか菜央！
47,Nao (Casual),"えぇ、といっても物語の幕を閉じたのは
戦人って人だけど……。"
49,Nao (Casual),"ただ、あれは「幕を閉じた」という表現で
正しいのかしら……？"
51,ベアトリーチェ,"くっくっくっ、言いたいことはわかるぞォ。
あれは要するに「タイムオーバー」……
時間切れを迎えただけの結末だ。"
53,ベアトリーチェ,"物語を「終わらせた」と言うよりも、
むしろ「終わってしまった」というべきであろう。"
55,ベアトリーチェ,それで……妾のゲーム盤、どうであったか？
57,Nao (Casual),そうね。一言で言うなら……。
59,ベアトリーチェ,言うなら？
61,Nao (Casual),……悪趣味ね。
70,ベアトリーチェ,"く、く……くっくっひひひゃひゃっひゃっひゃっ！
そうかそうか、悪趣味か！"
78,Nao (Casual),"だって、碑文に沿っての
連続殺人が趣味の良いものだなんて、
さすがに言えないと思うわ。"
80,Nao (Casual),"ただ……センスが悪い、とは言わない。
だって、悪趣味ってだけじゃないもの。"
82,ベアトリーチェ,……ん？
84,Nao (Casual),"あのお話ってどこまでが本当か、それとも嘘か
わからないもの。だからあちこちに、読み手を
騙そうという罠がばらまかれてる気がするの。"
86,ベアトリーチェ,……ふむ、妾の存在が嘘であると申すか？
88,Nao (Casual),"そうとは思わないわ。
けどあたしは、戦人さんの目を通して
あのゲーム盤を観劇した……。"
90,Nao (Casual),"つまり、自分の目じゃない。
他人の主観やバイアスが入ってることになるわ。"
92,ベアトリーチェ,"自分の目で見なければ、全ての事実を
真実とは認められず……
また魔女の存在も、信じられない……と？"
94,Nao (Casual),"完全に否定してるわけじゃないわ。
もしそうなら、今あたしと喋ってるのは
誰って話になるでしょ。ただ……。"
96,Nao (Casual),"他人の話を全部鵜呑みにするな。
その情報が正しいかどうかは、
自分でしっかり検証してから確かめる……。"
98,Nao (Casual),"そうすることで情報は知識になり、
教養として自らの糧になる……
そう、お母さんに教えられたわ。"
100,Nao (Casual),"だから、実際に自分がその場にいて
この目で見て、触ったものじゃないと
判断の材料にはできないと思うのよ。"
102,ベアトリーチェ,"……疑りが深いのか思慮が深いのか、
よくわからぬ娘よ。"
104,Nao (Casual),"ごめんなさい、そういう性分なの。
……けど、悪趣味だけでもないってのも
正直な感想よ。"
112,Nao (Casual),"あの話は、島で起こったかもしれない
何かの事実の可能性を伝えるため……。"
114,Nao (Casual),"ううん、メッセージを伝える
意図があるような気がするの。"
122,ベアトリーチェ,……ほぅ。なぜ、そう思うのだ？
124,Nao (Casual),"あたしはまだ、
『Legend of the golden witch』の
テーマを見つけられていないからよ。"
126,ベアトリーチェ,テーマ？
128,Nao (Casual),"あたしが今まで読んだお話には、
何かしらのテーマがあった。
センスに合うかどうかは別としてね。"
130,Nao (Casual),つまり、物語にテーマは必須ってことよね？
132,Nao (Casual),"でも、テーマが見つけられないってことは
きっと巧妙に隠されてるってことで……
それを見抜けないのはあたしの力不足。"
134,Nao (Casual),"何度かお話を読み直したら、わかるのかもね。
あ、それとも続きがあるの？"
136,ベアトリーチェ,……テーマが隠されていると、なぜ断言できる？
138,Nao (Casual),そりゃ断言できるわよ。
141,Nao (Casual),だって、このお話……本当に面白かったもの。
144,ベアトリーチェ,…………。
146,Nao (Casual),ベアトリーチェ？
149,ベアトリーチェ,"くっくっ、……くっくくく！！！
はははははは！　あひゃはははははははは！！！"
