chara472001_02.bytes
index,chara,jp,en
29,ドラノール,"『ノックス十戒』とは、
ミステリーにおいて守るべき約束デス。
戒律といっても過言ではないでショウ。"
31,Nao,戒律……？
37,ドラノール,"ハイ。ノックス第１条。
『犯人は物語当初の登場人物以外を禁ズ』"
38,ドラノール,"ノックス第２条。
『探偵方法に超自然能力の使用を禁ズ』"
39,ドラノール,"ノックス第３条。
『秘密の通路の存在を禁ズ』"
40,ドラノール,"ノックス第４条。
『未知の薬物、及び、難解な科学装置の
使用を禁ズ』"
41,ドラノール,"ノックス第６条。
『探偵方法に偶然と第六感の使用を禁ズ』"
42,ドラノール,"ノックス第７条。
『探偵が犯人であることを禁ズ』"
43,ドラノール,"ノックス第８条。
『提示されない手掛かりでの解決を禁ズ』"
44,ドラノール,"ノックス第９条。
『観測者は自分の判断・解釈を
主張することが許さレル』"
45,ドラノール,"ノックス第１０条。
『手掛かりなき他の登場人物への変装を禁ズ』"
46,Nao,"なるほど。１０個あるから。十戒なのね……
って、そういえば５条は？"
47,ドラノール,"欠番デス。
よって、こちらの言及はお控え下サイ。"
48,Nao,"どうして欠番なのか、その理由を
聞いてみたかったんだけど……わかったわ。"
55,ベアトリーチェ,"では、菜央。そなたは『ノックスの十戒』を
最初に聞いた時、どう思った？"
57,Nao,"そうね……素直な感想を言わせてもらうと、
ちょっと窮屈だなって印象があったわ。
ミステリーって制約があるものなの？　って。"
60,ベアトリーチェ,"くっくっくっ！
それは、そなたがミステリーを読む時
ただ漫然と読んでいたからであろう？"
62,Nao,"漫然な読み方かどうかはわからないけど……
色々と難しい表現や設定が多かったから、
話を追うだけで精いっぱいだったのは確かね。"
64,ベアトリーチェ,"では、読み進めながら物語内の犯人が誰か、
推理して当ててみようと考えたことはないか？"
66,Nao,"犯人とトリックを聞いて驚くことはあったけど、
推理はあんまりしたことがなかったかも……かも。"
68,Nao,"じゃあベアトリーチェはミステリーを読みながら、
犯人を推理したりするのかしら？"
71,ベアトリーチェ,"当然であろう！
それこそがミステリーの醍醐味であるからな！"
73,Nao,"なるほど……でも、ページをめくりながら
探偵から少し遅れて物語を追いかけていくのも、
それはそれで楽しいものだけどね。"
75,ベアトリーチェ,"む、むむ……しかし、ミステリーに対しては
挑む姿勢で臨むというのが通常の礼儀ではないのか？"
77,Nao,"媒体が小説だったら、本を開いた瞬間から
真っ先に始まるのは読書という「行為」よ。"
79,Nao,"その行為の中で謎解きをするかしないか、
どうやって楽しむのかは読者の自由じゃないかしら。"
81,ベアトリーチェ,"……ふむ、意見が合わぬな。
そなたは読書家だと聞いていたが、楽しみ方が
妾たちとは異なるわけか。"
85,ドラノール,"……この戦い、ベアトリーチェ卿の方が
分が悪いデスネ。
今回は引くのが賢明デス。"
87,Nao,"あ、でも別に、ベアトリーチェの楽しみ方が
間違ってるなんて絶対に思わないわよ？
ただ、あたしの今の楽しみ方がこうだってだけで。"
89,Nao,"それに……今の話でわかったわ。
あたしの今の読書スタイルだったら、
ミステリー小説はルール無用でも構わない。"
91,Nao,"けど、ベアトリーチェのように
きちんと誠実な姿勢でミステリー小説に
挑もうとする人にとって、ルールは必須事項。"
93,Nao,"ゲームだって、ルールなしで遊んだら
戦略も戦術も立てようがなくなっちゃうし……
『ノックス十戒』は、そのためのものなのね。"
95,ドラノール,"ハイ。『ノックス十戒』は、
ミステリーを提示する者や挑む者……
双方がフェアであるために必要なものデス。"
99,ベアトリーチェ,"うむ。ルールがなければ出題側は自由だが、
挑む探偵は推理の指針がなくなる。
進め方もわからぬし、ゴールも見えぬ。"
101,ベアトリーチェ,"ちなみに、このルールにひっかかり
物語が矛盾することを、妾たちは
「ロジックエラー」と呼んでおる。"
103,ベアトリーチェ,"推理勝負において、
「ロジックエラー」はまさに禁じ手……
絶対に忌避すべき事項ということだな。"
105,Nao,"……つまり、ゲーセンで対人戦に負けても
相手を殴るのはダメってことね。"
107,ベアトリーチェ,"う、うむ……？
対人戦のゲームというものが何かわからぬゆえ、
妾には是非をつけることができぬのだが……。"
