chara462001_02.bytes
index,chara,jp,en
29,ヱリカ,"と、やって来たのはいいですけど……
ほんとになーんにもないところですね。"
31,ヱリカ,"寂れた寒村、ほとんどいない人間。
景色ぐらいしか取り柄がなさそう……。"
33,ヱリカ,"一昔前なら、頭からふけを落とす
探偵がやって来そうな感じですが、
さすがに時代が違っていそうですし。"
35,ヱリカ,"せめて連続殺人事件とか怪奇事件とか、
灰色の脳細胞を刺激してくれるようなことが
起こったりしないですかねぇ……はーあ。"
37,ヱリカ,"しかし……菜央さんはいったい
どこにいるのでしょう？"
39,ヱリカ,"推理してみましょう……
寂れた田舎で子供が集まる場所は限られます。"
41,ヱリカ,"学校……は、時間から考えて下校した後。
公園……は、この村にあるとは思えませんね。
予算もなければ遊具の管理すら難しいでしょうし。"
43,ヱリカ,"だとしたら、一番可能性の高い場所は
遊び場の代わりとなる……神社。"
45,ヱリカ,"よしんばいなかったとしても、この寒村。
子どもの数はそう多くないはず。"
47,ヱリカ,"となれば、あの小娘の居場所や家を聞き出すのは
造作もないこと――。"
51,ヱリカ,"ただ村を一瞥しただけで、
古戸ヱリカはこの程度の推理が可能です。
いかがですか、皆さん。"
54,ヱリカ,"……やはり聴衆がいないと張り合いが
いまひとつですね。やっぱりドラノールを
無理やりにでも連れてくればよかったです。"
56,ヱリカ,"まぁいいでしょう。
とりあえず、あの小娘を見つけて
とっとと引きずり込むことにしますか。"
58,ヱリカ,"神社は災害時の避難所を兼ねますから、
高い場所にあると相場は決まっています。
……さて、推理の結果を確認しに行くとしますか。"
66,ヱリカ,"おや、子どもの声がしますね。
どうやら推理は的中していたようです。
……まぁ、当然ですが。"
68,ヱリカ,さて、あの小娘の居場所を聞き出すとしましょう。
79,Rika (Casual),"はい、一穂。沙都子。
お茶をどうぞなのです。"
81,Kazuho (Casual),"ありがとう、梨花ちゃん
……はぁ、おいしい。"
83,Rika (Casual),"ありがとうはこちらの台詞なのです。
ボクの代わりに、一穂がお茶っ葉を
買ってきてくれて助かったのですよ。"
85,Kazuho (Casual),"この程度のお遣い、お安い御用だよ。
……けど、神社の清掃をお願いした
業者さんって、遅いね？"
87,Rika (Casual),"みー。もう来る時間だから
不在はまずいと思って、一穂に
お遣いを頼みましたのですが……。"
91,Satoko (Casual),"こんなことになるのでしたら、
私が用事を終わらせてから買いに行っても、
全然間に合いましたわね。"
